,price
7438,1850.0
7439,2175.0
7440,2200.0
7441,1700.0
7442,2400.0
7443,5300.0
7444,3850.0
7445,3550.0
7446,3400.0
7447,3100.0
7448,1995.0
7449,2000.0
7450,2745.0
7451,3200.0
7452,3500.0
7453,16500.0
7454,3999.0
7456,3258.0
7457,1400.0
7458,4300.0
7459,3200.0
7460,7900.0
7461,3475.0
7462,2000.0
7463,3000.0
7464,2250.0
7465,4700.0
7466,6250.0
7467,2575.0
7468,2295.0
7469,5500.0
7470,5100.0
7471,7500.0
7472,8000.0
7473,3950.0
7474,2200.0
7475,3415.0
7476,9500.0
7477,6475.0
7478,3200.0
7479,9975.0
7480,4250.0
7481,1450.0
7482,3850.0
7483,3905.0
7484,1750.0
7485,6525.0
7486,2000.0
7487,2299.0
7488,2450.0
7489,3600.0
7490,4334.0
7491,3600.0
7492,2000.0
7493,4500.0
7494,3250.0
7495,2200.0
7496,2000.0
7497,2400.0
7498,2450.0
7499,2950.0
7500,2800.0
7501,3350.0
7502,1900.0
7503,2343.0
7504,3195.0
7505,2399.0
7506,6100.0
7507,4395.0
7508,3745.0
7509,3300.0
7510,2000.0
7511,2300.0
7512,2649.0
7513,4900.0
7514,1699.0
7515,2400.0
7516,2446.0
7517,7395.0
7518,4250.0
7519,2200.0
7520,3695.0
7521,2300.0
7522,6700.0
7523,4500.0
7524,2500.0
7525,1395.0
7526,5000.0
7527,2595.0
7528,2150.0
7529,2400.0
7530,1625.0
7531,4365.0
7532,3200.0
7533,2784.0
7534,3900.0
7535,6395.0
7536,2100.0
7537,5700.0
7538,3600.0
7539,10000.0
7540,3000.0
7541,9500.0
7542,2400.0
7543,4000.0
7544,3900.0
7545,12000.0
7546,2300.0
7547,2000.0
7548,4033.0
7549,7300.0
7550,2800.0
7551,2492.0
7552,3365.0
7553,2900.0
7554,3775.0
7555,3000.0
7556,2995.0
7557,2750.0
7558,3995.0
7559,3495.0
7560,14902.0
7561,4150.0
7562,2700.0
7563,3800.0
7564,5500.0
7565,3545.0
7566,2800.0
7567,5195.0
7568,2000.0
7569,2495.0
7570,12500.0
7571,2400.0
7572,2750.0
7573,1990.0
7574,5000.0
7575,2350.0
7576,2307.0
7577,2900.0
7578,4800.0
7579,2795.0
7580,2200.0
7581,3200.0
7582,2841.0
7583,2250.0
7584,5000.0
7585,1950.0
7586,2800.0
7587,3150.0
7588,2300.0
7589,2050.0
7590,2800.0
7591,3600.0
7592,5000.0
7593,2000.0
7594,2850.0
7595,6995.0
7596,6610.0
7597,1750.0
7598,4390.0
7599,3680.0
7600,1895.0
7601,2800.0
7602,2291.0
7603,2150.0
7604,8000.0
7605,2849.0
7606,2750.0
7607,2150.0
7608,2100.0
7609,2699.0
7610,3250.0
7611,2995.0
7612,2395.0
7613,2000.0
7615,2455.0
7616,3187.0
7617,3000.0
7618,2455.0
7619,2431.0
7620,2620.0
7621,2160.0
7622,2479.0
7623,1899.0
7624,3052.0
7625,3220.0
7626,12500.0
7627,2745.0
7628,1475.0
7629,2195.0
7630,1975.0
7631,3300.0
7632,3900.0
7633,4650.0
7634,2850.0
7635,2700.0
7636,2990.0
7637,2000.0
7638,4500.0
7639,3750.0
7640,3600.0
7641,2400.0
7642,3000.0
7643,2900.0
7644,2850.0
7645,4089.0
7646,1800.0
7647,1650.0
7648,1999.0
7649,2515.0
7650,1900.0
7651,1950.0
7652,2945.0
7653,2450.0
7654,4195.0
7655,1900.0
7656,2850.0
7657,1450.0
7658,1350.0
7659,3350.0
7660,1450.0
7661,1700.0
7662,4267.0
7663,3750.0
7664,1950.0
7665,1675.0
7666,3525.0
7667,2613.0
7668,3950.0
7669,2100.0
7670,1650.0
7671,2395.0
7672,1800.0
7673,1700.0
7674,1800.0
7675,1650.0
7676,6499.0
7677,2500.0
7678,2195.0
7679,2550.0
7680,1995.0
7681,3300.0
7682,2100.0
7683,3100.0
7684,3400.0
7685,2446.0
7686,2469.0
7687,2867.0
7688,3889.0
7689,3867.0
7690,2850.0
7691,3500.0
7692,2190.0
7693,3100.0
7694,2350.0
7695,2106.0
7696,3395.0
7697,2800.0
7698,3900.0
7699,3600.0
7700,2500.0
7701,2382.0
7702,2849.0
7703,1950.0
7704,2350.0
7705,1500.0
7706,1500.0
7707,5000.0
7708,2200.0
7709,2300.0
7710,1750.0
7711,1675.0
7712,3650.0
7713,4695.0
7714,5695.0
7715,3700.0
7716,2450.0
7717,4100.0
7718,3066.0
7719,2613.0
7720,3075.0
7721,2750.0
7722,3500.0
7723,2100.0
7724,2850.0
7725,3350.0
7726,2100.0
7727,1661.0
7728,3950.0
7729,4406.0
7730,1695.0
7731,2595.0
7732,1500.0
7733,2000.0
7734,1868.0
7735,1550.0
7736,3000.0
7737,3199.0
7738,2700.0
7739,3395.0
7740,2900.0
7741,4177.0
7742,2800.0
7743,4220.0
7744,6200.0
7745,2867.0
7746,2150.0
7747,4995.0
7748,2160.0
7749,4445.0
7750,2550.0
7751,2250.0
7752,2400.0
7753,5195.0
7754,3900.0
7755,2100.0
7756,6800.0
7757,1700.0
7758,3050.0
7759,3200.0
7760,2908.0
7761,2800.0
7762,2495.0
7763,3500.0
7764,1900.0
7765,2900.0
7766,2800.0
7767,3000.0
7768,2600.0
7769,2700.0
7770,3500.0
7771,3400.0
7772,5300.0
7773,3100.0
7774,2400.0
7775,8500.0
7776,1800.0
7777,3000.0
7778,2895.0
7779,2700.0
7780,4000.0
7781,3795.0
7782,2750.0
7783,2495.0
7784,4293.0
7785,3300.0
7786,2450.0
7787,2950.0
7788,3000.0
7789,2149.0
7790,3200.0
7791,1600.0
7792,2670.0
7793,1950.0
7794,2450.0
7795,3400.0
7796,2195.0
7797,1950.0
7798,1800.0
7799,2650.0
7800,5500.0
7801,2000.0
7802,1850.0
7803,1995.0
7804,2450.0
7805,5195.0
7806,1675.0
7807,3146.0
7808,3321.0
7809,2045.0
7810,1750.0
7811,1400.0
7812,4200.0
7813,3400.0
7814,2500.0
7815,2099.0
7816,8290.0
7817,2495.0
7818,2500.0
7819,5800.0
7820,3100.0
7821,4495.0
7822,1399.0
7823,2600.0
7824,3350.0
7825,1500.0
7826,2350.0
7827,1550.0
7828,3700.0
7829,3500.0
7830,6350.0
7831,2100.0
7832,2675.0
7833,2350.0
7834,2250.0
7835,2900.0
7836,2300.0
7837,1800.0
7838,1300.0
7839,2200.0
7840,1575.0
7841,1295.0
7842,1850.0
7843,1450.0
7844,3070.0
7845,2680.0
7846,1799.0
7847,3390.0
7848,2199.0
7849,2300.0
7850,2340.0
7851,2954.0
7852,3600.0
7853,3000.0
7854,2895.0
7855,2750.0
7856,1575.0
7857,1800.0
7858,3022.0
7859,4295.0
7860,2600.0
7861,1200.0
7862,1650.0
7863,1750.0
7864,2950.0
7865,2500.0
7866,2300.0
7867,4175.0
7868,3325.0
7869,1995.0
7870,3300.0
7871,1875.0
7872,1825.0
7873,3000.0
7874,2400.0
7875,3100.0
7876,1599.0
7877,2850.0
7878,5695.0
7879,2525.0
7880,5000.0
7881,1900.0
7882,3425.0
7883,2995.0
7884,2900.0
7885,2742.0
7886,3250.0
7887,2400.0
7888,2500.0
7889,2800.0
7890,3901.0
7891,2200.0
7892,1999.0
7893,2700.0
7894,12500.0
7895,3551.0
7896,2800.0
7897,1600.0
7898,1895.0
7899,2533.0
7900,3370.0
7901,3220.0
7902,3595.0
7903,3046.0
7904,8700.0
7905,4900.0
7906,1950.0
7907,2975.0
7908,2650.0
7909,2545.0
7910,1900.0
7911,2000.0
7912,2000.0
7913,2250.0
7914,2750.0
7915,2200.0
7916,3000.0
7917,2699.0
7918,2300.0
7919,5500.0
7920,3300.0
7921,2311.0
7922,2695.0
7923,5872.0
7924,2750.0
7925,3195.0
7926,2400.0
7927,2200.0
7928,1900.0
7929,2000.0
7930,2172.0
7931,1775.0
7932,3475.0
7933,1925.0
7934,1499.0
7935,3800.0
7936,3700.0
7937,1795.0
7938,3000.0
7939,3800.0
7940,1675.0
7941,3195.0
7942,2450.0
7943,2000.0
7944,2595.0
7945,1050.0
7946,2995.0
7947,2650.0
7948,2600.0
7949,1750.0
7950,2250.0
7951,1590.0
7952,2500.0
7953,1785.0
7954,2850.0
7955,1725.0
7956,1400.0
7957,2160.0
7958,2470.0
7959,2995.0
7960,2335.0
7961,2805.0
7962,2250.0
7963,3941.0
7964,3495.0
7965,1300.0
7966,2200.0
7967,4500.0
7968,2975.0
7969,1995.0
7970,4500.0
7971,1850.0
7972,2495.0
7973,3550.0
7974,1550.0
7975,1500.0
7976,2400.0
7977,3400.0
7978,2500.0
7979,1325.0
7980,2350.0
7981,2250.0
7982,2250.0
7983,2250.0
7984,2250.0
7985,2250.0
7986,2250.0
7987,2250.0
7988,2250.0
7989,2500.0
7990,3400.0
7991,3018.0
7992,3250.0
7993,2950.0
7994,3950.0
7995,2950.0
7996,2950.0
7997,2000.0
7998,4900.0
7999,2950.0
8000,2745.0
8001,3500.0
8002,3595.0
8003,3595.0
8004,2595.0
8005,1850.0
8006,2000.0
8007,2650.0
8008,5000.0
8009,4029.0
8010,12500.0
8011,4500.0
8012,5500.0
8013,4600.0
8014,2500.0
8015,1650.0
8016,1300.0
8017,1600.0
8018,4725.0
8019,5400.0
8020,7300.0
8021,6000.0
8022,3550.0
8023,2795.0
8024,1625.0
8025,1950.0
8026,3055.0
8027,2550.0
8028,2300.0
8029,4300.0
8030,2400.0
8031,3995.0
8032,5220.0
8033,2300.0
8034,15000.0
8035,1995.0
8036,2195.0
8037,4950.0
8038,2800.0
8039,2400.0
8040,2000.0
8041,3995.0
8042,3095.0
8043,5195.0
8044,1375.0
8045,6000.0
8046,2550.0
8047,2500.0
8048,1500.0
8049,2975.0
8050,2595.0
8051,2400.0
8052,2500.0
8053,2850.0
8054,1395.0
8055,1800.0
8056,2400.0
8057,3064.0
8058,3375.0
8059,3395.0
8060,2000.0
8061,2490.0
8062,2970.0
8063,3100.0
8064,2495.0
8065,1550.0
8066,4700.0
8067,2850.0
8068,2500.0
8069,2450.0
8070,3400.0
8071,1775.0
8072,5399.0
8073,3484.0
8074,5645.0
8075,2525.0
8076,2300.0
8077,2300.0
8078,4600.0
8079,1895.0
8080,1600.0
8081,2400.0
8082,1595.0
8083,3400.0
8084,2100.0
8085,1700.0
8086,4250.0
8087,2299.0
8088,4995.0
8089,2800.0
8090,2650.0
8091,2350.0
8092,2150.0
8093,10000.0
8094,1700.0
8095,3200.0
8096,2300.0
8097,2499.0
8098,2700.0
8099,1995.0
8100,9790.0
8101,1750.0
8102,2100.0
8103,1860.0
8104,3250.0
8105,2150.0
8106,2500.0
8107,2250.0
8108,2725.0
8109,5100.0
8110,2300.0
8111,1995.0
8112,1500.0
8113,3720.0
8114,1825.0
8115,3500.0
8116,3300.0
8117,1799.0
8118,1399.0
8119,2933.0
8120,2400.0
8121,2500.0
8122,1950.0
8123,2200.0
8124,2995.0
8125,2700.0
8126,1695.0
8127,4195.0
8128,1750.0
8129,2200.0
8130,2300.0
8131,3100.0
8132,2500.0
8133,1800.0
8134,2800.0
8135,2975.0
8136,2400.0
8137,1875.0
8138,3200.0
8139,3600.0
8140,2200.0
8141,2400.0
8142,2275.0
8143,2100.0
8144,2595.0
8145,2400.0
8146,2695.0
8147,3300.0
8148,1850.0
8149,2600.0
8150,1300.0
8151,2600.0
8152,4500.0
8154,3500.0
8155,3395.0
8156,1400.0
8157,1795.0
8158,2275.0
8159,4700.0
8160,6600.0
8161,1650.0
8162,3600.0
8163,2450.0
8164,3100.0
8165,2600.0
8166,2600.0
8167,2800.0
8168,1600.0
8169,2300.0
8170,2100.0
8171,3200.0
8172,1500.0
8173,2245.0
8174,2129.0
8175,1700.0
8176,2649.0
8177,2099.0
8178,2850.0
8179,3000.0
8180,2690.0
8181,5500.0
8182,1400.0
8183,4120.0
8184,3300.0
8185,1700.0
8186,3500.0
8187,3300.0
8188,2850.0
8189,2376.0
8190,5227.0
8191,3000.0
8192,3595.0
8193,3500.0
8194,3050.0
8195,3200.0
8196,2850.0
8197,4800.0
8198,3000.0
8199,3700.0
8200,2995.0
8201,3700.0
8202,1975.0
8203,1875.0
8204,2799.0
8205,1750.0
8206,3400.0
8207,2800.0
8208,5900.0
8209,1825.0
8210,2350.0
8211,2250.0
8212,1850.0
8213,5300.0
8214,1495.0
8215,3800.0
8216,3000.0
8217,3195.0
8218,3730.0
8219,3100.0
8220,3529.0
8221,3397.0
8222,3700.0
8223,3595.0
8224,2500.0
8225,4000.0
8226,4995.0
8227,2395.0
8228,2495.0
8229,1875.0
8230,2100.0
8231,1600.0
8232,2295.0
8233,3200.0
8234,2350.0
8235,2850.0
8236,2664.0
8237,2400.0
8238,2817.0
8239,1600.0
8240,2600.0
8241,3000.0
8242,5800.0
8243,2950.0
8244,2975.0
8245,1750.0
8246,2475.0
8247,2350.0
8248,1729.0
8249,2850.0
8250,2075.0
8251,1600.0
8252,4037.0
8253,4250.0
8254,2200.0
8255,1850.0
8256,2400.0
8257,2300.0
8258,3200.0
8259,2400.0
8260,5200.0
8261,3000.0
8262,3495.0
8263,3300.0
8264,2000.0
8265,2295.0
8266,2500.0
8267,1699.0
8268,2550.0
8269,1799.0
8270,2350.0
8271,1775.0
8272,1975.0
8273,1950.0
8274,2650.0
8275,4300.0
8276,2650.0
8277,6485.0
8278,1850.0
8279,2995.0
8280,2641.0
8281,1990.0
8282,1250.0
8283,3695.0
8284,1790.0
8285,2000.0
8286,2500.0
8287,1575.0
8288,6785.0
8289,3375.0
8290,2300.0
8291,1750.0
8292,3975.0
8293,7500.0
8294,1800.0
8295,3185.0
8296,3135.0
8297,2700.0
8298,2000.0
8299,1375.0
8300,2300.0
8301,2150.0
8302,1995.0
8303,1995.0
8304,2150.0
8305,2600.0
8306,1725.0
8307,1200.0
8308,1900.0
8309,2600.0
8310,2500.0
8311,2300.0
8312,1900.0
8313,3295.0
8314,2345.0
8315,15000.0
8316,6000.0
8317,2799.0
8318,2250.0
8319,2900.0
8320,2895.0
8321,2850.0
8322,2550.0
8323,1625.0
8324,2840.0
8325,4495.0
8326,2750.0
8327,2925.0
8328,1790.0
8329,3000.0
8330,1600.0
8331,2545.0
8332,3025.0
8333,3795.0
8334,2200.0
8335,2900.0
8336,2400.0
8337,2000.0
8338,2600.0
8339,3600.0
8340,2495.0
8341,3400.0
8342,1250.0
8343,2745.0
8344,1995.0
8345,1900.0
8346,2400.0
8347,1850.0
8348,1850.0
8349,2400.0
8350,3400.0
8351,4500.0
8352,2950.0
8353,2500.0
8354,1375.0
8355,2350.0
8356,2250.0
8357,2250.0
8358,2250.0
8359,2250.0
8360,2250.0
8361,2250.0
8362,2250.0
8363,2250.0
8364,1975.0
8365,9104.0
8366,16042.0
8367,5600.0
8368,1549.0
8369,1625.0
8370,1350.0
8371,3425.0
8372,5242.0
8373,1650.0
8374,2199.0
8375,3600.0
8376,1549.0
8377,2399.0
8378,1750.0
8379,3850.0
8380,1599.0
8381,6921.0
8382,1750.0
8383,1295.0
8384,1599.0
8385,1035.0
8386,2499.0
8387,2399.0
8388,1349.0
8389,3425.0
8390,3256.0
8391,3967.0
8392,3250.0
8393,1800.0
8394,2900.0
8395,1400.0
8396,5900.0
8397,2399.0
8398,2100.0
8399,14900.0
8400,3995.0
8401,3470.0
8402,2900.0
8403,1850.0
8404,3770.0
8405,3350.0
8406,3610.0
8407,2500.0
8408,2650.0
8409,2520.0
8410,2699.0
8411,4725.0
8412,3095.0
8413,3300.0
8414,2995.0
8415,2075.0
8416,1485.0
8417,1900.0
8418,2800.0
8419,2400.0
8420,6500.0
8421,2350.0
8422,1375.0
8423,3099.0
8424,3300.0
8425,2995.0
8426,1950.0
8427,3000.0
8428,2345.0
8429,3200.0
8430,3200.0
8431,1900.0
8432,2650.0
8433,2225.0
8434,6924.0
8435,1700.0
8436,1500.0
8437,5655.0
8438,6500.0
8439,2200.0
8440,4195.0
8441,4500.0
8442,2750.0
8443,2750.0
8444,3330.0
8445,4456.0
8446,1995.0
8447,3000.0
8448,1650.0
8449,1400.0
8450,5250.0
8451,3195.0
8452,1480.0
8453,2611.0
8454,3725.0
8455,3500.0
8456,3450.0
8457,3200.0
8458,2800.0
8459,2200.0
8460,4020.0
8461,1700.0
8462,1925.0
8463,2800.0
8464,4212.0
8465,3350.0
8466,3070.0
8467,2292.0
8468,2600.0
8469,2100.0
8470,2000.0
8471,2200.0
8472,2825.0
8473,2100.0
8474,1425.0
8475,2800.0
8476,2400.0
8477,4650.0
8478,2500.0
8479,4400.0
8480,2875.0
8481,2295.0
8482,2900.0
8483,2675.0
8484,1495.0
8485,2995.0
8486,2500.0
8487,3500.0
8488,3700.0
8489,3000.0
8490,3500.0
8491,1850.0
8492,4250.0
8493,2446.0
8494,2975.0
8495,2385.0
8496,2400.0
8497,2600.0
8498,2500.0
8499,2175.0
8500,2400.0
8501,1800.0
8502,3750.0
8503,3275.0
8504,1650.0
8505,1475.0
8506,3100.0
8507,3700.0
8508,2700.0
8509,2650.0
8510,11575.0
8511,1500.0
8512,2975.0
8513,2050.0
8514,1800.0
8515,4040.0
8516,2450.0
8517,2200.0
8518,3500.0
8519,2770.0
8520,6600.0
8521,1650.0
8522,3635.0
8523,4165.0
8524,2566.0
8525,2300.0
8526,1999.0
8527,1795.0
8528,3200.0
8529,2800.0
8530,3895.0
8531,2600.0
8532,2200.0
8533,1295.0
8534,2400.0
8535,2400.0
8536,1350.0
8537,2000.0
8538,2011.0
8539,1450.0
8540,5000.0
8541,3740.0
8542,2400.0
8543,2700.0
8544,2750.0
8545,2900.0
8546,1350.0
8547,4400.0
8548,2900.0
8549,1999.0
8550,1700.0
8551,2000.0
8552,1250.0
8553,1450.0
8554,4650.0
8555,2100.0
8556,6750.0
8557,2650.0
8558,1900.0
8559,2400.0
8560,3300.0
8561,1800.0
8562,3700.0
8563,2300.0
8564,1200.0
8565,2799.0
8566,3850.0
8567,3965.0
8568,3900.0
8569,2800.0
8570,2250.0
8571,2500.0
8572,2300.0
8573,2800.0
8574,1595.0
8575,1800.0
8576,3700.0
8577,5400.0
8578,2473.0
8579,2000.0
8580,2895.0
8581,1999.0
8582,2700.0
8583,2040.0
8584,4320.0
8585,2300.0
8586,2150.0
8587,4750.0
8588,2375.0
8589,1650.0
8590,3095.0
8591,4200.0
8592,2595.0
8593,3500.0
8594,1600.0
8595,2500.0
8596,3500.0
8597,5275.0
8598,1200.0
8599,1200.0
8600,1925.0
8601,3095.0
8602,2700.0
8603,1950.0
8604,3780.0
8605,2723.0
8606,2100.0
8607,2600.0
8608,3000.0
8609,3101.0
8610,2975.0
8611,1400.0
8612,6007.0
8613,2500.0
8614,5500.0
8615,3000.0
8616,2800.0
8617,3800.0
8618,7800.0
8619,2550.0
8620,2545.0
8621,1799.0
8622,2100.0
8623,1600.0
8624,2350.0
8625,2950.0
8626,1400.0
8627,1400.0
8628,2250.0
8629,2495.0
8630,2300.0
8631,1375.0
8632,2500.0
8633,2500.0
8634,2250.0
8635,2250.0
8636,2250.0
8637,2250.0
8638,2250.0
8639,2250.0
8640,2400.0
8641,3400.0
8642,1850.0
8643,4500.0
8644,3600.0
8645,2000.0
8646,3500.0
8647,4600.0
8648,8250.0
8649,7950.0
8650,2800.0
8651,12000.0
8652,7000.0
8653,2150.0
8654,5000.0
8655,1834.0
8656,4495.0
8657,8495.0
8658,2100.0
8659,5475.0
8660,2999.0
8662,5700.0
8663,12500.0
8664,3599.0
8665,2461.0
8666,2400.0
8667,1950.0
8668,5600.0
8669,2150.0
8670,3400.0
8671,3200.0
8672,5000.0
8673,5000.0
8674,1775.0
8675,5895.0
8676,1499.0
8677,17500.0
8678,1850.0
8679,6000.0
8680,2000.0
8681,2262.0
8682,4150.0
8683,4000.0
8684,1799.0
8685,4000.0
8686,3800.0
8687,1700.0
8688,1700.0
8689,3657.0
8690,3450.0
8691,3700.0
8692,2600.0
8693,9500.0
8694,4892.0
8695,2500.0
8696,5500.0
8697,2400.0
8698,3495.0
8699,1600.0
8700,6995.0
8701,3804.0
8702,3100.0
8703,3800.0
8704,2300.0
8705,4500.0
8706,4000.0
8707,2246.0
8708,4650.0
8709,2500.0
8710,5495.0
8711,3500.0
8712,3100.0
8713,3900.0
8714,1500.0
8715,2400.0
8716,4300.0
8717,3833.0
8718,4650.0
8719,3485.0
8720,1800.0
8721,3750.0
8722,2000.0
8723,2395.0
8724,3950.0
8725,2200.0
8726,3600.0
8727,2400.0
8728,1900.0
8729,4150.0
8730,2300.0
8731,2650.0
8732,2700.0
8733,4000.0
8734,2375.0
8735,2395.0
8736,2100.0
8737,2575.0
8738,1895.0
8739,2450.0
8740,3041.0
8741,5900.0
8742,2500.0
8743,5700.0
8744,1900.0
8745,4600.0
8746,2650.0
8747,2599.0
8748,7800.0
8749,3300.0
8750,2700.0
8751,2000.0
8752,3571.0
8753,5600.0
8754,3850.0
8755,2300.0
8756,3350.0
8757,2000.0
8758,3000.0
8759,4250.0
8760,2299.0
8761,3695.0
8762,3975.0
8763,2710.0
8764,2470.0
8766,2600.0
8767,5195.0
8768,3995.0
8769,3800.0
8770,4000.0
8771,1900.0
8772,3204.0
8773,1750.0
8774,8000.0
8775,5100.0
8776,2999.0
8777,2295.0
8778,2650.0
8779,2199.0
8780,2012.0
8781,3350.0
8782,2000.0
8783,11000.0
8784,1895.0
8785,3175.0
8786,2295.0
8787,3575.0
8788,5600.0
8789,2300.0
8790,2500.0
8791,3675.0
8792,2300.0
8793,1895.0
8794,4195.0
8795,1699.0
8796,5300.0
8797,1500.0
8798,3900.0
8799,3800.0
8800,1450.0
8801,2400.0
8802,1250.0
8803,3495.0
8804,2600.0
8805,2650.0
8806,3250.0
8807,4195.0
8808,2640.0
8809,6000.0
8810,2750.0
8811,8500.0
8812,2795.0
8813,3100.0
8814,1700.0
8815,3500.0
8816,1525.0
8817,2150.0
8818,2150.0
8819,2975.0
8820,11500.0
8821,2995.0
8822,2175.0
8823,1500.0
8824,10500.0
8825,3560.0
8826,3920.0
8827,2200.0
8828,2350.0
8829,3265.0
8830,1800.0
8831,2400.0
8832,2500.0
8833,2700.0
8834,3518.0
8835,16500.0
8836,2250.0
8837,2975.0
8838,3340.0
8839,3000.0
8840,3650.0
8841,3250.0
8842,2250.0
8843,2471.0
8844,2844.0
8845,2400.0
8846,3000.0
8847,2495.0
8848,3169.0
8849,3150.0
8850,2050.0
8851,2900.0
8852,2775.0
8853,2750.0
8854,2442.0
8855,1995.0
8856,2895.0
8857,3750.0
8858,2850.0
8859,2750.0
8860,3775.0
8861,14638.0
8862,4000.0
8864,4200.0
8865,2600.0
8866,5395.0
8867,1900.0
8868,1925.0
8869,3195.0
8870,1250.0
8871,2600.0
8872,2795.0
8873,3450.0
8874,2650.0
8875,2995.0
8876,3695.0
8877,3500.0
8878,3950.0
8879,4500.0
8880,2750.0
8881,1400.0
8882,2350.0
8883,2400.0
8884,1225.0
8885,2100.0
8886,2200.0
8887,7450.0
8888,3455.0
8889,3525.0
8890,1950.0
8891,4509.0
8892,2111.0
8893,3595.0
8894,3254.0
8895,2099.0
8896,9995.0
8897,1799.0
8898,3000.0
8899,3400.0
8900,2998.0
8901,4995.0
8902,3555.0
8903,6100.0
8904,3150.0
8905,2625.0
8906,2500.0
8907,1700.0
8908,2300.0
8909,3650.0
8910,7150.0
8911,1545.0
8912,2590.0
8913,2200.0
8914,2450.0
8915,2400.0
8916,2900.0
8917,2495.0
8918,2850.0
8919,3000.0
8920,3250.0
8921,2350.0
8922,2725.0
8923,2300.0
8924,2000.0
8925,2500.0
8926,1795.0
8927,1850.0
8928,2396.0
8929,1950.0
8930,1525.0
8931,2450.0
8932,4985.0
8933,3750.0
8934,4500.0
8935,2550.0
8936,2166.0
8937,2550.0
8938,1550.0
8939,2998.0
8940,2550.0
8941,2200.0
8942,3350.0
8943,3595.0
8944,2300.0
8945,1800.0
8946,1900.0
8947,2950.0
8948,3950.0
8949,2399.0
8950,2475.0
8951,2800.0
8952,3500.0
8953,2700.0
8954,3000.0
8955,2150.0
8956,5495.0
8957,14500.0
8958,3750.0
8959,2999.0
8960,2700.0
8961,3469.0
8962,3455.0
8963,2695.0
8964,1875.0
8965,4195.0
8966,2025.0
8967,3500.0
8968,2200.0
8969,1900.0
8970,2400.0
8971,5990.0
8972,3500.0
8973,2300.0
8974,2521.0
8975,2652.0
8976,2287.0
8977,4491.0
8978,3200.0
8979,1599.0
8980,1825.0
8981,2700.0
8982,3100.0
8983,2950.0
8984,2650.0
8985,3500.0
8986,1950.0
8987,3695.0
8988,3300.0
8989,1599.0
8990,2610.0
8991,3200.0
8992,1750.0
8993,3850.0
8994,19000.0
8995,3937.0
8996,1695.0
8997,1625.0
8998,2200.0
8999,2500.0
9000,5350.0
9001,2500.0
9002,2000.0
9003,1350.0
9004,2999.0
9005,1950.0
9006,2370.0
9007,1895.0
9008,3400.0
9009,2603.0
9010,3050.0
9011,2455.0
9012,2100.0
9013,2200.0
9014,3339.0
9015,2145.0
9016,2499.0
9017,3238.0
9018,4200.0
9019,2300.0
9020,3350.0
9021,2825.0
9022,5900.0
9023,4250.0
9024,3000.0
9025,3500.0
9026,4300.0
9027,2695.0
9028,4195.0
9029,2895.0
9030,2187.0
9031,1655.0
9032,4895.0
9033,4600.0
9034,2500.0
9035,1998.0
9036,1600.0
9037,2995.0
9038,1900.0
9039,1650.0
9040,2400.0
9041,2200.0
9042,2295.0
9043,1900.0
9044,6500.0
9045,3500.0
9046,1850.0
9047,4800.0
9048,1900.0
9049,2042.0
9050,2200.0
9051,3000.0
9052,2200.0
9053,2400.0
9054,3000.0
9055,3200.0
9056,4300.0
9057,2880.0
9058,2500.0
9059,6800.0
9060,2200.0
9061,2200.0
9062,2770.0
9063,1850.0
9064,2300.0
9065,2250.0
9066,2250.0
9067,3700.0
9068,3600.0
9069,1395.0
9070,1925.0
9071,2600.0
9072,2100.0
9073,3600.0
9074,3500.0
9075,2995.0
9076,1775.0
9077,2200.0
9078,1849.0
9079,3850.0
9080,2500.0
9081,3100.0
9082,3600.0
9083,3200.0
9084,1575.0
9085,1400.0
9086,1450.0
9087,2725.0
9088,2150.0
9089,2600.0
9090,2075.0
9091,1818.0
9092,1599.0
9093,1595.0
9094,1875.0
9095,1750.0
9096,2400.0
9097,3222.0
9098,2975.0
9099,1995.0
9100,2000.0
9101,2450.0
9102,1950.0
9103,2000.0
9104,1895.0
9105,2900.0
9106,2850.0
9107,7200.0
9108,2200.0
9109,3000.0
9110,3950.0
9111,2400.0
9112,2500.0
9113,2199.0
9114,5500.0
9115,2350.0
9116,2200.0
9117,2800.0
9118,2700.0
9119,2470.0
9120,2900.0
9121,2295.0
9122,4100.0
9123,2100.0
9124,1850.0
9125,1725.0
9126,3100.0
9127,1800.0
9128,2850.0
9129,1500.0
9130,2595.0
9131,2595.0
9132,4500.0
9133,1600.0
9134,2600.0
9135,4800.0
9136,2695.0
9137,950.0
9138,2250.0
9139,2749.0
9140,2979.0
9141,2995.0
9142,3195.0
9143,1695.0
9144,2850.0
9145,1575.0
9146,2295.0
9147,2900.0
9148,1899.0
9149,6400.0
9150,3900.0
9151,2000.0
9152,2350.0
9153,5895.0
9154,2250.0
9155,4900.0
9156,3275.0
9157,2150.0
9158,2400.0
9159,3000.0
9160,2300.0
9161,1999.0
9162,2000.0
9163,2000.0
9164,3000.0
9165,2400.0
9166,2000.0
9167,3100.0
9168,3300.0
9169,1925.0
9170,2550.0
9171,2500.0
9172,1600.0
9173,1800.0
9174,1900.0
9175,2650.0
9176,8150.0
9177,2350.0
9178,2799.0
9179,3495.0
9180,3600.0
9181,3830.0
9182,4850.0
9183,2000.0
9184,3417.0
9185,3373.0
9186,4500.0
9187,4660.0
9188,3500.0
9189,2999.0
9190,5150.0
9191,1350.0
9192,1650.0
