,price
24181,2650.0
24182,6250.0
24183,2000.0
24184,1700.0
24185,2100.0
24186,3950.0
24187,1800.0
24188,2450.0
24189,2200.0
24190,1350.0
24191,4277.0
24192,2795.0
24193,3200.0
24194,2400.0
24195,2250.0
24196,1665.0
24197,1100.0
24198,2600.0
24199,2139.0
24200,4196.0
24201,3303.0
24202,2600.0
24203,2165.0
24204,2000.0
24205,3395.0
24206,1700.0
24207,2400.0
24208,2875.0
24209,4495.0
24210,1295.0
24211,3000.0
24212,2650.0
24213,3400.0
24214,3100.0
24215,3900.0
24216,3150.0
24217,3100.0
24218,2100.0
24219,1300.0
24220,3195.0
24221,3400.0
24222,2800.0
24223,3950.0
24224,2950.0
24225,2950.0
24226,3250.0
24227,3250.0
24228,2950.0
24229,2350.0
24230,1350.0
24231,2250.0
24232,5275.0
24233,3850.0
24234,5400.0
24235,2445.0
24236,2475.0
24237,2650.0
24238,2500.0
24239,3200.0
24240,3200.0
24241,2250.0
24242,1550.0
24243,1950.0
24244,1950.0
24245,4000.0
24246,1850.0
24248,2200.0
24249,4200.0
24250,5000.0
24251,2200.0
24252,2795.0
24253,2575.0
24254,3000.0
24255,2000.0
24256,2200.0
24257,2000.0
24258,2850.0
24259,1900.0
24260,2250.0
24261,2250.0
24262,2123.0
24263,3000.0
24264,3400.0
24265,2300.0
24266,2936.0
24267,4050.0
24268,2050.0
24269,3600.0
24270,3000.0
24271,2000.0
24272,4033.0
24273,2150.0
24274,20000.0
24275,1999.0
24276,2199.0
24277,4550.0
24278,2695.0
24279,5000.0
24280,1999.0
24281,11500.0
24282,1350.0
24283,1450.0
24284,1900.0
24285,2900.0
24286,3283.0
24287,2395.0
24288,3475.0
24289,12950.0
24290,2250.0
24291,3350.0
24292,1795.0
24293,7500.0
24294,3300.0
24295,2100.0
24296,7000.0
24297,5000.0
24298,5770.0
24299,5950.0
24300,3655.0
24301,2000.0
24302,2800.0
24303,4840.0
24304,4000.0
24305,2800.0
24306,1490.0
24307,2000.0
24308,2650.0
24309,2100.0
24310,3300.0
24311,2000.0
24312,3500.0
24313,5090.0
24314,1900.0
24315,2210.0
24316,3200.0
24317,3500.0
24318,5395.0
24319,1850.0
24320,3200.0
24321,2700.0
24322,2395.0
24324,1300.0
24325,4450.0
24326,2750.0
24327,8995.0
24328,3200.0
24329,3000.0
24330,1895.0
24331,2000.0
24332,2815.0
24333,4850.0
24334,2995.0
24335,2800.0
24336,2200.0
24337,2400.0
24338,3100.0
24339,6500.0
24340,3000.0
24341,2800.0
24342,7200.0
24343,2000.0
24344,2100.0
24345,2700.0
24346,2150.0
24347,2300.0
24348,3495.0
24349,2195.0
24350,2400.0
24351,1750.0
24352,4000.0
24353,6800.0
24354,1995.0
24355,2000.0
24356,2700.0
24357,1800.0
24358,2050.0
24359,1995.0
24360,2300.0
24361,2000.0
24362,1905.0
24363,2200.0
24364,3100.0
24365,3250.0
24366,1600.0
24367,2025.0
24368,1995.0
24369,1800.0
24370,2295.0
24371,3650.0
24372,2500.0
24373,12800.0
24374,2595.0
24375,3082.0
24376,4070.0
24377,1900.0
24378,2960.0
24379,1800.0
24380,3035.0
24381,3300.0
24382,3450.0
24383,2000.0
24384,2650.0
24385,3250.0
24386,1600.0
24387,2200.0
24388,1800.0
24389,3400.0
24390,1850.0
24391,3200.0
24392,2200.0
24393,2540.0
24394,3600.0
24395,3485.0
24396,2946.0
24397,2550.0
24398,2700.0
24399,2300.0
24400,3200.0
24401,1550.0
24402,1350.0
24403,2300.0
24404,2300.0
24405,3263.0
24406,3395.0
24407,1995.0
24408,2500.0
24409,5200.0
24410,2070.0
24411,1500.0
24412,1700.0
24413,2495.0
24414,3200.0
24415,2175.0
24416,2495.0
24417,3000.0
24418,2400.0
24419,3350.0
24420,2500.0
24421,2950.0
24422,4500.0
24423,4500.0
24424,4500.0
24425,3231.0
24426,4200.0
24427,1450.0
24428,2250.0
24429,2150.0
24430,3000.0
24431,3250.0
24432,1980.0
24433,1875.0
24434,3100.0
24435,1900.0
24436,2990.0
24437,1800.0
24438,2690.0
24439,2800.0
24440,3650.0
24441,1800.0
24442,1650.0
24443,1359.0
24444,10500.0
24445,2250.0
24446,1550.0
24447,3300.0
24448,1875.0
24449,1600.0
24450,3000.0
24451,1650.0
24452,3000.0
24453,2000.0
24454,2800.0
24455,7495.0
24456,2262.0
24457,2130.0
24458,2750.0
24459,1395.0
24460,2950.0
24461,2490.0
24462,1850.0
24463,1600.0
24464,2500.0
24465,1800.0
24466,1925.0
24467,3085.0
24468,1300.0
24469,2975.0
24470,2995.0
24471,2175.0
24472,2421.0
24473,1695.0
24474,3150.0
24475,3995.0
24476,3395.0
24477,1750.0
24478,1745.0
24479,1600.0
24480,2400.0
24481,2915.0
24482,1695.0
24483,1899.0
24484,1550.0
24485,1800.0
24486,1775.0
24487,2125.0
24488,2663.0
24489,1675.0
24490,2790.0
24491,2990.0
24492,1650.0
24493,1395.0
24494,1800.0
24495,2400.0
24496,2100.0
24497,2400.0
24498,1750.0
24499,3300.0
24500,3300.0
24501,1895.0
24502,1680.0
24503,1500.0
24504,2800.0
24505,1375.0
24506,7595.0
24507,2300.0
24508,3700.0
24509,1600.0
24510,2150.0
24511,1950.0
24512,2000.0
24513,2995.0
24514,2750.0
24515,4196.0
24516,2250.0
24517,1550.0
24518,2500.0
24519,18333.0
24520,6541.0
24521,2750.0
24522,3495.0
24523,3950.0
24524,2150.0
24525,3995.0
24526,2825.0
24527,4150.0
24528,2400.0
24529,1900.0
24530,1900.0
24531,3950.0
24532,2950.0
24533,2950.0
24534,3950.0
24535,3250.0
24536,3250.0
24537,2350.0
24538,2250.0
24539,1350.0
24540,2950.0
24541,2400.0
24542,3300.0
24543,2800.0
24544,3835.0
24545,4000.0
24546,2450.0
24547,2375.0
24548,4500.0
24549,2150.0
24550,2200.0
24551,4795.0
24552,3100.0
24553,7600.0
24554,11000.0
24555,2945.0
24556,2800.0
24557,3250.0
24558,7500.0
24559,3195.0
24560,3650.0
24561,5141.0
24562,12900.0
24563,6000.0
24564,4975.0
24565,17500.0
24566,3895.0
24567,2940.0
24568,7500.0
24569,2100.0
24570,15900.0
24571,1550.0
24572,2566.0
24573,8900.0
24574,2013.0
24575,2100.0
24576,2100.0
24577,2600.0
24578,4300.0
24579,1700.0
24580,3350.0
24581,15000.0
24582,4600.0
24583,3325.0
24584,6900.0
24585,3700.0
24586,8795.0
24587,1900.0
24588,5000.0
24589,3250.0
24590,2803.0
24591,2100.0
24592,3000.0
24593,2100.0
24594,2300.0
24595,3695.0
24596,2475.0
24597,3450.0
24598,2675.0
24599,1907.0
24600,1550.0
24601,2350.0
24602,2695.0
24603,1900.0
24604,3650.0
24605,1900.0
24606,2299.0
24607,2990.0
24608,4399.0
24609,2625.0
24610,1600.0
24611,1895.0
24612,2295.0
24613,2900.0
24614,2385.0
24615,4450.0
24616,2175.0
24617,1450.0
24618,6300.0
24619,2150.0
24620,7700.0
24621,2710.0
24622,1395.0
24623,7750.0
24624,3293.0
24625,5000.0
24626,5895.0
24627,6250.0
24628,4995.0
24629,4535.0
24630,2995.0
24631,2995.0
24632,2795.0
24633,4495.0
24634,2000.0
24635,1750.0
24636,1675.0
24637,5169.0
24640,2600.0
24641,9995.0
24642,4195.0
24643,4141.0
24644,6300.0
24645,4740.0
24646,1950.0
24647,3125.0
24648,4650.0
24649,3100.0
24650,3000.0
24651,3000.0
24652,2500.0
24653,2999.0
24654,2700.0
24655,1906.0
24656,2999.0
24657,2695.0
24658,3500.0
24659,6995.0
24660,2395.0
24661,3750.0
24662,3200.0
24663,1575.0
24664,3233.0
24665,13000.0
24666,3400.0
24667,4595.0
24668,1699.0
24669,2100.0
24670,2500.0
24671,1875.0
24672,2466.0
24673,3500.0
24674,2575.0
24675,3500.0
24676,2500.0
24677,2700.0
24678,2250.0
24679,2099.0
24680,2200.0
24681,1800.0
24682,2700.0
24683,3900.0
24684,4200.0
24685,1625.0
24686,2350.0
24687,2562.0
24688,4375.0
24689,6495.0
24690,14750.0
24691,2825.0
24692,11500.0
24693,2099.0
24694,2900.0
24695,2895.0
24696,2004.0
24697,15000.0
24698,4600.0
24699,2695.0
24700,2995.0
24701,2100.0
24702,2895.0
24703,4250.0
24704,2200.0
24705,2150.0
24706,2600.0
24707,4850.0
24708,2400.0
24709,4775.0
24710,17500.0
24711,2284.0
24712,4525.0
24713,2995.0
24714,7200.0
24715,2775.0
24716,2692.0
24717,3100.0
24718,3000.0
24719,2400.0
24720,1840.0
24721,2795.0
24722,4600.0
24723,4595.0
24724,2650.0
24725,2900.0
24726,8000.0
24727,3975.0
24728,1700.0
24729,2850.0
24730,2995.0
24731,2945.0
24732,2175.0
24733,3800.0
24734,2825.0
24735,1650.0
24736,1650.0
24737,2350.0
24738,3505.0
24739,2700.0
24740,3900.0
24741,3575.0
24742,2900.0
24743,3180.0
24744,3300.0
24745,3066.0
24746,8910.0
24747,2000.0
24748,2541.0
24749,2108.0
24750,2650.0
24751,2050.0
24752,2500.0
24753,2935.0
24754,3300.0
24755,2700.0
24756,6000.0
24757,2250.0
24758,13000.0
24759,2450.0
24760,2000.0
24761,3750.0
24762,2300.0
24763,3000.0
24764,1295.0
24765,2350.0
24766,3300.0
24767,4299.0
24768,1249.0
24769,2000.0
24770,4100.0
24771,2495.0
24772,3995.0
24773,2690.0
24774,2000.0
24775,3500.0
24776,3695.0
24777,2900.0
24778,4300.0
24779,2930.0
24780,2100.0
24781,3000.0
24782,3000.0
24783,2995.0
24784,2745.0
24785,3117.0
24786,1450.0
24787,1499.0
24788,2195.0
24789,2400.0
24790,3100.0
24791,2300.0
24792,3400.0
24793,2600.0
24794,1500.0
24795,2000.0
24796,3800.0
24797,1583.0
24798,3000.0
24799,2500.0
24800,3000.0
24801,2350.0
24802,2400.0
24803,2500.0
24804,2700.0
24805,1900.0
24806,1375.0
24807,2500.0
24808,2700.0
24809,1875.0
24810,3000.0
24811,2300.0
24812,4860.0
24813,3000.0
24814,1850.0
24815,4550.0
24816,2979.0
24817,2704.0
24818,3208.0
24819,2933.0
24820,2550.0
24821,3400.0
24822,11500.0
24823,3763.0
24824,3750.0
24825,3999.0
24826,2695.0
24827,3691.0
24828,3976.0
24829,5310.0
24830,2750.0
24831,7380.0
24832,6500.0
24833,2275.0
24834,1865.0
24835,3700.0
24836,2590.0
24837,6900.0
24838,2995.0
24839,4285.0
24840,8499.0
24841,1850.0
24842,2600.0
24843,3450.0
24844,2195.0
24845,2295.0
24846,1800.0
24847,1725.0
24848,1750.0
24849,2600.0
24850,2379.0
24851,1350.0
24852,1650.0
24853,1900.0
24854,2100.0
24855,2495.0
24856,2095.0
24857,2154.0
24858,2000.0
24859,2399.0
24860,2000.0
24861,1800.0
24862,12000.0
24863,2095.0
24864,2750.0
24865,3750.0
24866,2299.0
24867,2200.0
24868,1975.0
24869,1395.0
24870,2095.0
24871,3195.0
24872,2100.0
24873,3100.0
24874,3500.0
24875,2200.0
24876,2450.0
24877,2100.0
24878,2695.0
24879,1850.0
24880,2400.0
24881,1605.0
24882,1700.0
24883,4195.0
24884,1625.0
24885,2400.0
24886,2300.0
24887,2295.0
24888,2850.0
24889,3300.0
24890,3100.0
24891,2795.0
24892,2000.0
24893,2295.0
24894,1700.0
24895,3400.0
24896,2000.0
24897,2450.0
24898,3200.0
24899,2400.0
24901,2600.0
24902,2200.0
24903,2200.0
24904,2200.0
24905,2638.0
24906,3400.0
24907,3650.0
24908,2100.0
24909,1900.0
24910,1695.0
24911,1600.0
24912,1900.0
24913,3985.0
24914,1850.0
24915,1725.0
24916,2875.0
24917,2850.0
24918,3295.0
24919,3995.0
24920,3200.0
24921,4500.0
24922,2900.0
24923,1500.0
24924,2000.0
24925,2887.0
24926,2200.0
24927,3500.0
24928,3400.0
24929,2650.0
24930,1500.0
24931,3000.0
24932,3295.0
24933,2800.0
24934,2000.0
24935,2200.0
24936,3200.0
24937,2895.0
24938,2250.0
24939,3499.0
24940,2769.0
24941,1775.0
24942,2500.0
24943,1850.0
24944,2567.0
24945,2750.0
24946,2250.0
24947,2850.0
24948,2100.0
24949,1700.0
24950,2600.0
24951,3250.0
24952,3200.0
24953,2465.0
24954,2250.0
24955,2750.0
24956,1400.0
24957,2750.0
24958,3750.0
24959,2150.0
24960,1895.0
24961,2850.0
24962,4750.0
24963,3250.0
24964,2100.0
24965,1950.0
24966,1250.0
24967,1900.0
24968,3000.0
24969,3600.0
24970,1650.0
24971,1900.0
24972,3700.0
24973,1895.0
24974,1995.0
24975,2200.0
24976,2250.0
24977,2495.0
24978,2995.0
24979,3250.0
24980,4000.0
24981,3686.0
24982,4300.0
24983,2850.0
24984,1525.0
24985,1800.0
24986,1950.0
24987,2400.0
24988,2750.0
24989,1600.0
24990,3000.0
24991,3069.0
24992,2446.0
24993,2492.0
24994,2200.0
24995,2800.0
24996,1850.0
24997,1900.0
24998,2395.0
24999,2365.0
25000,5000.0
25001,1850.0
25002,1590.0
25003,2600.0
25004,2095.0
25005,1350.0
25006,1325.0
25007,1395.0
25008,2550.0
25009,2750.0
25010,4300.0
25011,2100.0
25012,2800.0
25013,2095.0
25014,1795.0
25015,2295.0
25016,1950.0
25017,2300.0
25018,2400.0
25019,2200.0
25020,3492.0
25021,3000.0
25022,3000.0
25023,3795.0
25024,2550.0
25025,2200.0
25026,1650.0
25027,2335.0
25028,4080.0
25029,3250.0
25030,1950.0
25031,2250.0
25032,4795.0
25033,1549.0
25034,2195.0
25035,3950.0
25036,2775.0
25037,5155.0
25038,2500.0
25039,2625.0
25040,13000.0
25041,2100.0
25042,1650.0
25043,2500.0
25044,2995.0
25045,2400.0
25046,1825.0
25047,2600.0
25048,2350.0
25049,2695.0
25050,2000.0
25051,2100.0
25052,3300.0
25053,2175.0
25054,2400.0
25055,2100.0
25056,1700.0
25057,5000.0
25058,3333.0
25059,3000.0
25060,2950.0
25061,2182.0
25062,2195.0
25063,2450.0
25064,1800.0
25065,3450.0
25066,2000.0
25067,2200.0
25068,2919.0
25069,1945.0
25070,1650.0
25071,1950.0
25072,5450.0
25073,5700.0
25074,2000.0
25075,2150.0
25076,2495.0
25077,2846.0
25078,2000.0
25079,2525.0
25080,3850.0
25081,2195.0
25082,2612.0
25083,2300.0
25084,1595.0
25085,2800.0
25086,1975.0
25087,1900.0
25088,2795.0
25089,1680.0
25090,5500.0
25091,6300.0
25092,3300.0
25093,3150.0
25094,2970.0
25095,1980.0
25096,1200.0
25097,1490.0
25098,1700.0
25099,1299.0
25100,2250.0
25101,2300.0
25102,1750.0
25103,1350.0
25104,3450.0
25105,4000.0
25106,1650.0
25107,3195.0
25108,7400.0
25109,2850.0
25110,2200.0
25111,4050.0
25112,1975.0
25113,2100.0
25114,4196.0
25115,1200.0
25116,3408.0
25117,3800.0
25118,1500.0
25119,1075.0
25120,6799.0
25121,1850.0
25122,3000.0
25123,3350.0
25124,2850.0
25125,1650.0
25126,4450.0
25127,1850.0
25128,2800.0
25129,2200.0
25130,2395.0
25131,2900.0
25132,1795.0
25133,2965.0
25134,1850.0
25135,2850.0
25136,1950.0
25137,3990.0
25138,2000.0
25139,4250.0
25140,1750.0
25141,3350.0
25142,1900.0
25143,2250.0
25144,1800.0
25145,1845.0
25146,3795.0
25147,1500.0
25148,2995.0
25149,1850.0
25150,2899.0
25151,2195.0
25152,1950.0
25153,2250.0
25154,2775.0
25155,2400.0
25156,2275.0
25157,5000.0
25158,1995.0
25159,2500.0
25160,2000.0
25161,1675.0
25162,1900.0
25163,2600.0
25164,3200.0
25165,3717.0
25166,2695.0
25167,1600.0
25168,2000.0
25169,2700.0
25170,2695.0
25171,2500.0
25172,1650.0
25173,1395.0
25174,1895.0
25175,2200.0
25176,4215.0
25177,5395.0
25178,3600.0
25179,2375.0
25180,2600.0
25181,2600.0
25182,3850.0
25183,2500.0
25184,2100.0
25185,1100.0
25186,3200.0
25187,1675.0
25188,1385.0
25189,3250.0
25190,2200.0
25191,2799.0
25192,2350.0
25193,1553.0
25194,2621.0
25195,6800.0
25196,2375.0
25197,2500.0
25198,3106.0
25199,3107.0
25200,3180.0
25201,1300.0
25202,2195.0
25203,2250.0
25204,2365.0
25205,2925.0
25206,1950.0
25207,2299.0
25208,2695.0
25209,2500.0
25210,1700.0
25211,2000.0
25212,2100.0
25213,1800.0
25214,2450.0
25215,2800.0
25216,3600.0
25217,2500.0
25218,1850.0
25219,10500.0
25220,2375.0
25221,2500.0
25222,3950.0
25223,2250.0
25224,2850.0
25225,1800.0
25226,1800.0
25227,2350.0
25228,850.0
25229,3200.0
25230,1750.0
25231,2300.0
25232,3529.0
25233,2950.0
25234,3400.0
25235,2500.0
25236,3200.0
25237,2130.0
25238,3999.0
25239,2595.0
25240,2350.0
25241,2150.0
25242,2395.0
25243,2250.0
25244,3395.0
25245,1300.0
25246,3795.0
25247,2525.0
25248,8077.0
25249,2172.0
25250,2895.0
25251,1975.0
25252,2750.0
25253,2350.0
25254,2175.0
25255,1875.0
25256,5495.0
25257,2445.0
25258,3195.0
25259,5275.0
25260,2195.0
25261,2945.0
25262,2130.0
25263,2055.0
25264,2000.0
25265,1800.0
25266,2452.0
25267,1100.0
25268,1350.0
25269,2550.0
25270,2195.0
25271,2535.0
25272,2995.0
25273,3950.0
25274,3250.0
25275,2250.0
25276,2350.0
25277,1350.0
25278,2950.0
25279,2950.0
25280,3950.0
25281,3250.0
25282,3250.0
25283,2800.0
25284,2400.0
25285,4000.0
25286,2400.0
25287,3300.0
25288,2300.0
25289,3738.0
25290,5000.0
25291,18500.0
25294,16500.0
25295,4000.0
25296,1850.0
25297,2200.0
25298,3425.0
25299,2500.0
25301,1850.0
25302,2100.0
25303,6995.0
25306,1600.0
25307,18750.0
25308,2800.0
25309,1650.0
25310,11000.0
25311,4500.0
25312,6950.0
25313,20000.0
25314,1900.0
25315,3795.0
25316,3800.0
25317,3000.0
25318,8500.0
25319,2100.0
25320,2400.0
25321,1795.0
25322,1795.0
25323,2295.0
25324,2295.0
25325,2300.0
25326,3500.0
25327,3700.0
25328,2500.0
25329,2279.0
25330,3935.0
25331,6000.0
25332,4195.0
25333,3369.0
25334,1500.0
25335,3725.0
25336,2499.0
25337,3425.0
25338,4500.0
25339,2800.0
25340,1500.0
25341,2250.0
25343,6300.0
25344,17000.0
25345,1850.0
25346,13750.0
25347,6000.0
25348,3200.0
25349,11825.0
25350,4200.0
25351,2368.0
25352,2295.0
25353,2200.0
25354,2100.0
25355,5800.0
25356,2000.0
25357,18000.0
25358,7060.0
25359,2450.0
25360,9999.0
25361,2450.0
25362,12000.0
25363,4299.0
25364,3000.0
25365,2900.0
25366,3050.0
25367,2900.0
25369,2800.0
25370,1450.0
25371,2575.0
25372,2150.0
25373,2750.0
25374,2842.0
25375,2900.0
25376,6500.0
25377,2750.0
25378,5395.0
25379,2175.0
25380,5413.0
25381,6000.0
25382,1575.0
25383,4875.0
25384,2800.0
25385,5958.0
25386,3500.0
25387,5700.0
25388,3416.0
25389,4995.0
25390,4305.0
25391,2750.0
25392,4195.0
25393,5995.0
25394,3570.0
25395,2400.0
25396,2617.0
25397,2169.0
25398,5950.0
25399,3300.0
25400,2250.0
25401,2319.0
25402,3425.0
25403,3700.0
25404,3295.0
25405,3400.0
25406,3600.0
25407,3000.0
25408,4480.0
25409,2200.0
25410,2550.0
25411,2692.0
25412,2495.0
25413,4000.0
25414,2100.0
25415,4800.0
25416,2150.0
25417,9800.0
25418,2850.0
25419,3100.0
25420,2499.0
25421,2325.0
25422,1375.0
25423,1850.0
25424,4500.0
25425,3745.0
25426,2200.0
25427,2100.0
25428,3100.0
25429,2695.0
25430,4150.0
25431,7700.0
25432,2750.0
25433,2500.0
25434,1999.0
25435,2350.0
25436,2750.0
25437,6875.0
25438,3565.0
25439,2150.0
25440,9300.0
25441,3200.0
25442,7275.0
25443,2700.0
25444,2500.0
25445,3195.0
25446,1950.0
25447,2450.0
25448,1925.0
25449,1925.0
25450,2550.0
25451,1900.0
25452,3250.0
25453,2750.0
25454,2750.0
25455,6150.0
25456,1650.0
25457,2910.0
25458,2500.0
25459,6775.0
25460,2250.0
25461,1650.0
25462,3129.0
25463,7399.0
25464,2400.0
25465,5100.0
25466,2000.0
25467,1425.0
25468,1995.0
25469,2200.0
25470,2995.0
25471,4713.0
25472,3800.0
25473,3700.0
25474,3800.0
25475,2100.0
25476,10000.0
25477,6750.0
25478,3000.0
25479,2250.0
25480,2500.0
25481,3250.0
25482,4300.0
25483,2200.0
25484,6516.0
25485,2395.0
25486,2800.0
25487,2995.0
25488,2805.0
25489,2395.0
25490,3500.0
25491,3395.0
25492,2400.0
25493,2100.0
25494,2900.0
25495,1950.0
25496,1950.0
25497,2750.0
25498,8500.0
25499,1325.0
25500,3200.0
25501,2695.0
25502,2495.0
25503,2395.0
25504,4108.0
25505,2550.0
25506,3999.0
25507,14600.0
25508,1990.0
25509,1650.0
25510,4711.0
25511,2675.0
25512,2800.0
25513,2600.0
25514,2540.0
25515,1800.0
25516,3250.0
25517,4120.0
25518,9995.0
25519,2795.0
25520,2000.0
25521,2800.0
25522,3850.0
25523,3999.0
25524,3400.0
25525,2600.0
25526,2100.0
25527,2970.0
25528,2400.0
25529,3100.0
25530,2195.0
25531,1995.0
25532,1650.0
25533,2200.0
25534,2100.0
25535,3299.0
25536,3800.0
25537,1895.0
25538,1300.0
25539,4995.0
25541,2295.0
25542,9999.0
25543,2600.0
25544,3300.0
25545,2800.0
25546,2220.0
25547,2000.0
25548,2499.0
25549,2050.0
25550,2350.0
25551,2795.0
25552,2000.0
25553,3575.0
25554,1050.0
25555,1699.0
25556,2800.0
25557,2350.0
25558,3725.0
25559,3825.0
25560,2545.0
25561,3985.0
25562,3995.0
25563,7750.0
25564,2850.0
25565,2850.0
25566,2515.0
25567,2750.0
25568,3715.0
25569,3695.0
25570,3900.0
25571,1400.0
25572,2950.0
25573,8000.0
25574,2000.0
25575,2500.0
25576,1375.0
25577,2600.0
25578,2800.0
25579,3000.0
25580,1650.0
25581,2495.0
25582,2500.0
25583,2500.0
25584,3000.0
25585,4399.0
25586,4167.0
25587,2400.0
25588,1978.0
25589,1775.0
25590,3500.0
25591,2100.0
25592,1846.0
25593,2500.0
25594,2300.0
25595,2300.0
25596,4250.0
25598,3100.0
25599,3150.0
25600,3250.0
25601,3000.0
25602,3250.0
25603,6000.0
25604,5000.0
25605,2695.0
25606,3600.0
25607,8500.0
25608,3000.0
25609,3500.0
25610,2500.0
25611,2695.0
25612,2988.0
25613,2600.0
25614,4150.0
25615,3400.0
25616,3210.0
25617,2933.0
25618,4495.0
25619,1450.0
25620,2500.0
25621,2700.0
25622,4600.0
25623,3100.0
25624,2650.0
25625,1944.0
25626,2062.0
25627,1602.0
25628,2000.0
25629,4150.0
25630,2050.0
25631,2323.0
25632,3369.0
25633,2550.0
25634,4745.0
25635,2450.0
25636,2291.0
25637,3771.0
25638,2500.0
25639,3754.0
25640,3895.0
25641,2300.0
25642,1900.0
25643,3590.0
25644,3050.0
25645,5583.0
25646,3900.0
25647,3350.0
25648,3700.0
25649,2899.0
25650,3495.0
25651,3905.0
25652,5810.0
25653,3500.0
25654,3695.0
25655,2995.0
25656,1550.0
25657,2595.0
25658,11995.0
25659,1700.0
25660,3800.0
25661,3500.0
25662,2750.0
25663,4195.0
25664,4300.0
25665,2000.0
25666,2002.0
25667,5295.0
25668,3200.0
25669,3050.0
25670,3395.0
25671,2950.0
25672,2644.0
25673,2799.0
25674,2800.0
25675,1650.0
25676,2950.0
25677,1995.0
25678,3695.0
25679,3200.0
25680,1575.0
25681,2343.0
25682,2325.0
25683,4650.0
25684,1650.0
25685,3300.0
25686,3990.0
25687,2500.0
25688,2895.0
25689,2375.0
25690,2000.0
25691,2000.0
25692,2300.0
25693,3117.0
25694,2350.0
25695,2300.0
25696,3500.0
25697,2700.0
25698,3400.0
25699,2196.0
25700,7495.0
25701,2750.0
25702,3381.0
25703,3346.0
25704,2000.0
25705,1999.0
25706,2399.0
25707,3825.0
25708,6460.0
25709,2889.0
25710,2389.0
25711,2295.0
25712,3300.0
25713,3950.0
25714,6493.0
25715,2200.0
25716,1680.0
25717,4193.0
25718,2650.0
25719,3850.0
25720,2495.0
25721,2300.0
25722,8200.0
25723,2499.0
25724,3300.0
25725,1725.0
25726,7495.0
25727,2650.0
25728,1450.0
25729,2600.0
25730,2850.0
25731,2292.0
25732,1627.0
25733,5995.0
25734,2500.0
25735,2699.0
25736,4885.0
25737,2495.0
25738,3850.0
25739,5000.0
25740,2700.0
25741,3225.0
25742,4950.0
25743,2250.0
25744,1550.0
25745,1900.0
25746,2500.0
25747,3200.0
25748,3499.0
25749,6000.0
25750,3000.0
25751,3000.0
25752,4014.0
25753,2400.0
25754,3200.0
25755,2850.0
25756,2900.0
25757,2600.0
25758,2950.0
25759,1295.0
25760,3900.0
25761,7595.0
25762,14995.0
25763,2800.0
25764,1700.0
25765,2225.0
25766,3700.0
25767,1980.0
25768,2850.0
25769,2655.0
25770,2150.0
25771,2650.0
25772,2400.0
25773,2350.0
25774,1775.0
25775,1350.0
25776,6750.0
25777,2950.0
25778,4995.0
25779,2725.0
25780,3250.0
25781,3995.0
25782,2900.0
25783,4080.0
25784,2200.0
25785,3500.0
25786,2350.0
25787,2650.0
25788,4000.0
25789,2775.0
25790,3000.0
25791,2350.0
25792,1550.0
25793,6645.0
25794,2050.0
25795,2600.0
25796,1795.0
25797,3595.0
25798,2250.0
25799,2695.0
25800,1600.0
25801,2083.0
25802,1700.0
25803,4995.0
25804,1950.0
25805,2934.0
25806,1325.0
25807,3341.0
25808,2300.0
25809,2895.0
25810,2295.0
25811,4892.0
25812,2950.0
25813,3100.0
25814,2850.0
25815,2295.0
25816,3600.0
25817,3250.0
25818,2075.0
25819,2795.0
25820,2450.0
25821,2400.0
25822,4703.0
25823,3100.0
25824,4300.0
25825,2700.0
25826,2300.0
25827,1295.0
25828,1500.0
25829,12500.0
25830,3117.0
25831,2400.0
25832,1700.0
25833,2550.0
25834,2875.0
25835,1900.0
25836,2875.0
25837,2495.0
25838,3350.0
25839,3397.0
25840,2100.0
25841,2275.0
25842,3775.0
25843,2700.0
25844,2500.0
25845,1600.0
25846,4150.0
25847,3495.0
25848,4250.0
25849,2600.0
25850,2950.0
25851,2600.0
25852,1900.0
25853,5006.0
25854,4600.0
25855,4900.0
25856,5850.0
25857,2895.0
25858,3795.0
25859,3000.0
25860,2200.0
25861,2100.0
25862,2700.0
25863,2795.0
25864,2638.0
25865,3420.0
25866,6633.0
25867,2200.0
25868,2695.0
25869,2662.0
25870,1550.0
25871,3250.0
25872,2450.0
25873,2300.0
25874,2800.0
25875,2125.0
25876,3150.0
25877,3644.0
25878,1978.0
25879,2662.0
25880,3662.0
25881,5053.0
25882,6295.0
25883,3235.0
25884,4800.0
25885,2095.0
25886,2700.0
25887,3000.0
25888,3000.0
25889,2499.0
25890,4400.0
25891,3500.0
25892,2550.0
25893,2315.0
25894,2700.0
25895,3200.0
25896,1325.0
25897,2902.0
25898,1650.0
25899,2400.0
25900,2400.0
25901,1700.0
25902,2200.0
25903,1999.0
25904,1999.0
25905,2500.0
25906,2666.0
25907,3400.0
25908,4035.0
25909,2666.0
25910,2550.0
25911,2550.0
25912,2950.0
25913,1500.0
25914,1800.0
25915,2050.0
25916,1895.0
25917,2600.0
25918,2145.0
25919,1450.0
25920,1650.0
25921,1599.0
25922,3462.0
25923,2199.0
25924,7500.0
25925,3500.0
25926,1850.0
25927,1787.0
25928,3000.0
25929,2590.0
25930,3895.0
25931,2100.0
25932,1800.0
25933,2400.0
25934,5200.0
25935,2595.0
25936,1600.0
25937,3000.0
25938,3489.0
25939,4995.0
25940,3300.0
25941,2500.0
25942,2875.0
25943,4600.0
